Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.95,965.597,529.701,-9.73,529.866,9.736,23.266,0.003,23.266,0.007,13.219,0.329,28.61,-80.6,0.998,0.004,-4.5e-7,1.45e-4,-9.756e-5,612.886,130,2.105,0.021,33.52,28.454,1.689,0.476,1.216e7,0,52.519,0.742,0.742,0.295,0.298,0.149,7.158e-4,0.001,-2.806e-4,0,0,0,0,1.373e-8,0.002,3,7.069,87.807,0.016,7.023,56.53,978.795,1114.033,0.05,0.017
2,991.698,514.48,-9.2,514.637,9.205,23.915,0.003,23.915,0.008,12.731,0.299,28.61,-80.6,0.998,0.009,-4.567e-7,0.001,1.851e-4,612.886,130,2.105,0.021,33.51,28.454,1.685,0.462,1.181e7,0,49.328,0.739,0.739,0.295,0.297,0.148,0.001,0.002,4.517e-4,0,0,0,0,1.124e-6,0.002,3,7.069,87.812,0.066,6.791,56.436,977.864,1113.929,0.05,0.018
2.05,1017.059,500.075,-8.715,500.225,8.721,24.539,0.004,24.539,0.009,12.246,0.305,28.61,-80.6,0.998,0.007,-4.23e-7,-8.094e-4,1.572e-4,612.886,130,2.105,0.021,33.503,28.454,1.683,0.449,1.147e7,0,46.417,0.737,0.737,0.295,0.295,0.146,0.001,0.002,3.722e-4,0,0,0,0,-4.8e-7,0.002,3,7.069,87.838,0.076,6.723,56.345,976.959,1113.829,0.05,0.018
2.1,1041.718,486.416,-8.272,486.559,8.277,25.139,0.005,25.139,0.01,11.762,0.281,28.61,-80.6,0.998,0.004,-4.127e-7,-1.456e-4,-4.815e-5,612.886,130,2.105,0.021,33.498,28.454,1.681,0.437,1.115e7,0,43.75,0.735,0.735,0.296,0.294,0.145,5.908e-4,8.846e-4,3.426e-4,0,0,0,0,-1.643e-8,0.002,3,7.069,87.849,0.037,6.572,56.256,976.079,1113.731,0.05,0.018
2.15,1065.712,473.44,-7.866,473.576,7.869,25.717,0.005,25.717,0.012,11.363,0.233,28.61,-80.6,0.998,0.016,-4.377e-7,0.002,-4.173e-4,612.886,130,2.105,0.021,33.487,28.454,1.678,0.425,1.085e7,0,41.298,0.733,0.733,0.296,0.293,0.144,0.003,0.005,3.706e-4,0,0,0,0,3.413e-6,0.002,3,7.069,87.86,-0.002,6.116,56.17,975.223,1113.636,0.05,0.018
2.2,1089.073,461.093,-7.489,461.223,7.494,26.276,0.006,26.276,0.013,10.971,0.257,28.61,-80.6,0.998,0.011,-4.887e-7,-0.001,-4.476e-5,612.886,130,2.105,0.021,33.483,28.454,1.676,0.414,1.056e7,0,39.043,0.731,0.731,0.296,0.292,0.142,0.002,0.003,-2.405e-4,0,0,0,0,-1.076e-6,0.002,3,7.069,87.898,-0.013,6.075,56.086,974.389,1113.543,0.05,0.019
2.25,1111.831,449.328,-7.142,449.451,7.148,26.813,0.006,26.813,0.013,10.51,0.277,28.61,-80.6,0.998,0.036,-4.507e-7,0.002,-1.495e-4,612.886,130,2.105,0.021,33.47,28.454,1.672,0.404,1.028e7,0,36.963,0.729,0.729,0.297,0.291,0.141,0.006,0.01,3.586e-4,0,0,0,0,2.681e-6,0.002,3,7.069,87.902,0.023,6.348,56.004,973.577,1113.452,0.05,0.019
2.3,1134.015,438.099,-6.823,438.215,6.827,27.327,0.006,27.327,0.014,10.088,0.227,28.61,-80.6,0.998,0.005,-5.38e-7,0.003,-0.001,612.886,130,2.105,0.021,33.475,28.454,1.674,0.394,1.002e7,0,35.036,0.727,0.727,0.297,0.29,0.14,7.381e-4,0.001,-2.666e-4,0,0,0,0,1.017e-5,0.002,3,7.069,87.84,0.085,6.47,55.924,972.786,1113.364,0.05,0.019
2.35,1155.649,427.362,-6.528,427.474,6.53,27.824,0.007,27.824,0.014,9.778,0.18,28.61,-80.6,0.998,0.029,-4.15e-7,-0.002,-3.071e-4,612.886,130,2.105,0.021,33.462,28.454,1.669,0.384,9.769e6,0,33.249,0.726,0.726,0.297,0.289,0.139,0.005,0.008,3.2e-4,0,0,0,0,-4.683e-6,0.002,3,7.069,87.772,0.088,6.561,55.847,972.014,1113.279,0.05,0.019
2.4,1176.758,417.085,-6.252,417.194,6.254,28.306,0.008,28.306,0.016,9.531,0.161,28.61,-80.6,0.998,0.038,-4.447e-7,0.001,-5.289e-5,612.886,130,2.105,0.021,33.455,28.454,1.667,0.375,9.529e6,0,31.586,0.724,0.724,0.297,0.289,0.138,0.006,0.01,-1.188e-4,0,0,0,0,1.523e-6,0.002,3,7.069,87.763,0.043,6.415,55.771,971.26,1113.195,0.05,0.02
2.45,1197.365,407.24,-5.991,407.344,5.996,28.775,0.008,28.775,0.017,9.198,0.239,28.61,-80.6,0.998,0.04,-4.564e-7,-3.977e-4,-9.259e-5,612.886,130,2.105,0.021,33.45,28.454,1.665,0.366,9.3e6,0,30.041,0.723,0.723,0.298,0.288,0.137,0.006,0.011,-1.701e-4,0,0,0,0,-1.747e-7,0.002,3,7.069,87.797,0.011,6.853,55.697,970.525,1113.113,0.05,0.02
2.5,1217.489,397.798,-5.751,397.895,5.756,29.224,0.009,29.224,0.017,8.783,0.24,28.61,-80.6,0.998,0.05,-4.986e-7,0.003,-7.94e-5,612.886,130,2.105,0.021,33.443,28.454,1.663,0.358,9.08e6,0,28.599,0.722,0.722,0.298,0.287,0.137,0.008,0.014,2.374e-4,0,0,0,0,1.206e-5,0.002,3,7.069,87.773,0.009,7.099,55.624,969.807,1113.033,0.05,0.02
2.55,1237.151,388.727,-5.529,388.819,5.532,29.655,0.009,29.655,0.018,8.459,0.163,28.61,-80.6,0.998,0.021,-4.586e-7,-0.004,1.177e-4,612.886,130,2.105,0.021,33.449,28.454,1.665,0.35,8.869e6,0,27.248,0.721,0.721,0.298,0.287,0.136,0.003,0.005,-4.09e-4,0,0,0,0,-1.867e-5,0.002,3,7.069,87.689,0.041,7.041,55.554,969.106,1112.955,0.05,0.021
2.6,1256.368,380.001,-5.321,380.09,5.322,30.073,0.01,30.073,0.019,8.259,0.116,28.61,-80.6,0.998,0.065,-3.674e-7,-9.127e-4,-8.869e-5,612.886,130,2.105,0.021,33.431,28.454,1.659,0.342,8.666e6,0,25.984,0.719,0.719,0.298,0.286,0.135,0.011,0.018,-3.8e-4,0,0,0,0,-1.057e-6,0.002,3,7.069,87.635,0.068,6.923,55.485,968.42,1112.879,0.05,0.021
2.65,1275.156,371.602,-5.123,371.689,5.124,30.481,0.01,30.481,0.019,8.079,0.129,28.61,-80.6,0.998,0.044,-3.58e-7,0.003,5.588e-5,612.886,130,2.105,0.021,33.435,28.454,1.66,0.334,8.47e6,0,24.798,0.718,0.718,0.298,0.286,0.135,0.007,0.012,-2.458e-4,0,0,0,0,1.17e-5,0.001,3,7.069,87.663,0.06,6.78,55.417,967.749,1112.804,0.05,0.021
2.7,1293.533,363.514,-4.935,363.598,4.938,30.879,0.011,30.879,0.02,7.824,0.182,28.61,-80.6,0.998,0.028,-3.975e-7,-0.003,7.182e-6,612.886,130,2.105,0.021,33.438,28.454,1.661,0.327,8.282e6,0,23.685,0.717,0.717,0.298,0.285,0.134,0.004,0.007,3.208e-5,0,0,0,0,-1.603e-5,0.001,3,7.069,87.737,0.018,6.768,55.351,967.094,1112.731,0.05,0.022
2.75,1311.513,355.718,-4.76,355.797,4.765,31.262,0.011,31.262,0.021,7.481,0.217,28.61,-80.6,0.998,0.081,-4.143e-7,2.626e-4,-7.93e-5,612.886,130,2.105,0.021,33.417,28.454,1.654,0.32,8.101e6,0,22.639,0.716,0.717,0.298,0.285,0.133,0.013,0.021,-4.742e-4,0,0,0,0,9.986e-8,0.001,3,7.069,87.773,-0.013,6.926,55.287,966.452,1112.66,0.05,0.022
2.8,1329.109,348.194,-4.597,348.267,4.6,31.628,0.012,31.628,0.021,7.154,0.176,28.61,-80.6,0.998,0.039,-3.765e-7,0.004,2.862e-5,612.886,130,2.105,0.021,33.428,28.454,1.658,0.313,7.926e6,0,21.653,0.716,0.716,0.299,0.284,0.133,0.006,0.011,-4.018e-4,0,0,0,0,1.992e-5,0.001,3,7.069,87.728,-1.004e-4,6.904,55.223,965.824,1112.59,0.05,0.022
2.85,1346.336,340.922,-4.445,340.992,4.446,31.979,0.012,31.979,0.022,6.931,0.111,28.61,-80.6,0.998,0.04,-4.525e-7,-0.004,1.141e-4,612.886,130,2.105,0.021,33.426,28.454,1.657,0.307,7.758e6,0,20.723,0.715,0.715,0.299,0.284,0.132,0.006,0.01,-4.411e-4,0,0,0,0,-1.994e-5,0.001,3,7.069,87.649,0.021,6.776,55.161,965.21,1112.522,0.05,0.022
2.9,1363.205,333.888,-4.3,333.957,4.301,32.322,0.012,32.322,0.022,6.791,0.082,28.61,-80.6,0.998,0.076,-4.085e-7,-3.641e-4,3.194e-5,612.886,130,2.105,0.021,33.411,28.454,1.652,0.3,7.594e6,0,19.845,0.714,0.714,0.299,0.283,0.132,0.012,0.02,-4.638e-4,0,0,0,0,-2.179e-7,0.001,3,7.069,87.61,0.045,6.657,55.101,964.608,1112.455,0.05,0.023
2.95,1379.729,327.084,-4.16,327.152,4.162,32.658,0.013,32.658,0.022,6.639,0.114,28.61,-80.6,0.998,0.025,-4.093e-7,0.002,-9.889e-6,612.886,130,2.105,0.021,33.426,28.454,1.657,0.294,7.437e6,0,19.016,0.713,0.713,0.299,0.283,0.131,0.004,0.007,-3.7e-4,0,0,0,0,8.872e-6,0.001,3,7.069,87.636,0.045,6.729,55.041,964.018,1112.389,0.05,0.023
3,1395.917,320.498,-4.029,320.563,4.031,32.985,0.013,32.985,0.023,6.454,0.116,28.61,-80.6,0.998,0.01,-4.663e-7,0.003,-6.775e-5,612.886,130,2.105,0.021,33.429,28.454,1.658,0.288,7.284e6,0,18.23,0.713,0.713,0.299,0.283,0.131,0.002,0.003,-3.36e-4,0,0,0,0,1.998e-5,0.001,3,7.069,87.691,0.026,6.417,54.983,963.44,1112.325,0.05,0.023
3.05,1411.782,314.118,-3.904,314.179,3.907,33.303,0.013,33.303,0.023,6.232,0.151,28.61,-80.6,0.998,0.054,-4.003e-7,-0.002,-8.502e-5,612.886,130,2.105,0.021,33.412,28.454,1.653,0.283,7.136e6,0,17.487,0.712,0.712,0.299,0.282,0.13,0.009,0.014,1.012e-4,0,0,0,0,-7.884e-6,0.001,3,7.069,87.745,0.019,6.465,54.926,962.874,1112.262,0.05,0.023
3.1,1427.332,307.933,-3.786,307.991,3.79,33.608,0.014,33.608,0.023,5.966,0.166,28.61,-80.6,0.998,0.087,-4.283e-7,0.001,-5.297e-5,612.886,130,2.105,0.021,33.399,28.454,1.649,0.277,6.993e6,0,16.783,0.711,0.711,0.299,0.282,0.13,0.014,0.023,-5.826e-5,0,0,0,0,2.907e-6,0.001,3,7.069,87.754,0.024,6.605,54.87,962.319,1112.2,0.05,0.024
3.15,1442.578,301.93,-3.677,301.985,3.679,33.9,0.014,33.9,0.024,5.739,0.116,28.61,-80.6,0.998,0.012,-3.952e-7,0.003,-9.241e-5,612.886,130,2.105,0.021,33.423,28.454,1.656,0.272,6.854e6,0,16.113,0.711,0.711,0.299,0.282,0.13,0.002,0.003,-3.329e-4,0,0,0,0,1.929e-5,0.001,3,7.069,87.706,0.029,6.399,54.816,961.775,1112.14,0.05,0.024
3.2,1457.528,296.1,-3.573,296.153,3.573,34.183,0.014,34.183,0.024,5.596,0.071,28.61,-80.6,0.998,0.061,-4.166e-7,-0.002,1.988e-5,612.886,130,2.105,0.021,33.405,28.454,1.65,0.266,6.719e6,0,15.477,0.71,0.71,0.299,0.281,0.129,0.01,0.016,-4.511e-4,0,0,0,0,-8.791e-6,0.001,3,7.069,87.651,0.03,6.203,54.762,961.242,1112.08,0.05,0.024
3.25,1472.191,290.434,-3.471,290.486,3.473,34.46,0.015,34.46,0.024,5.469,0.092,28.61,-80.6,0.998,0.021,-4.019e-7,-5.087e-4,-2.68e-5,612.886,130,2.105,0.021,33.416,28.454,1.654,0.261,6.589e6,0,14.873,0.71,0.71,0.3,0.281,0.129,0.003,0.005,-1.127e-4,0,0,0,0,-5.621e-7,0.001,3,7.069,87.631,0.029,6.449,54.709,960.719,1112.022,0.05,0.024
3.3,1486.574,284.928,-3.375,284.977,3.377,34.729,0.015,34.729,0.025,5.308,0.106,28.61,-80.6,0.998,0.011,-4.027e-7,3.676e-4,-1.467e-5,612.886,130,2.105,0.021,33.418,28.454,1.655,0.256,6.462e6,0,14.299,0.709,0.709,0.3,0.281,0.129,0.002,0.003,-3.478e-6,0,0,0,0,3.05e-7,0.001,3,7.069,87.626,0.033,6.573,54.657,960.206,1111.965,0.05,0.025
3.35,1500.686,279.573,-3.283,279.62,3.286,34.99,0.015,34.99,0.025,5.122,0.12,28.61,-80.6,0.998,0.045,-4.016e-7,0.001,-1.945e-5,612.886,130,2.105,0.021,33.405,28.454,1.65,0.252,6.338e6,0,13.752,0.708,0.708,0.3,0.281,0.128,0.007,0.012,3.392e-6,0,0,0,0,4.816e-6,0.001,3,7.069,87.612,0.041,6.778,54.607,959.702,1111.909,0.05,0.025
3.4,1514.534,274.36,-3.198,274.405,3.199,35.242,0.015,35.242,0.025,4.974,0.068,28.61,-80.6,0.998,0.053,-3.999e-7,-0.001,-4.534e-6,612.886,130,2.105,0.021,33.401,28.454,1.649,0.247,6.217e6,0,13.228,0.708,0.708,0.3,0.28,0.128,0.008,0.014,-2.251e-4,0,0,0,0,-3.461e-6,0.001,3,7.069,87.581,0.049,6.331,54.557,959.208,1111.854,0.05,0.025
3.45,1528.125,269.282,-3.114,269.326,3.116,35.488,0.016,35.488,0.026,4.842,0.097,28.61,-80.6,0.998,0.012,-4.062e-7,6.895e-4,-9.765e-5,612.886,130,2.105,0.021,33.414,28.454,1.653,0.242,6.101e6,0,12.731,0.708,0.708,0.3,0.28,0.128,0.002,0.003,-4.579e-4,0,0,0,0,1.201e-6,0.001,3,7.069,87.568,0.059,6.666,54.508,958.723,1111.8,0.05,0.025
3.5,1541.465,264.336,-3.036,264.378,3.037,35.726,0.016,35.726,0.026,4.696,0.084,28.61,-80.6,0.998,0.008,-4.104e-7,-6.014e-4,-1.912e-5,612.886,130,2.105,0.021,33.414,28.454,1.653,0.238,5.987e6,0,12.255,0.707,0.707,0.3,0.28,0.127,0.001,0.002,3.61e-5,0,0,0,0,-9.482e-7,0.001,3,7.069,87.556,0.058,6.539,54.46,958.247,1111.747,0.05,0.025
3.55,1554.56,259.514,-2.96,259.554,2.961,35.958,0.017,35.958,0.026,4.575,0.07,28.61,-80.6,0.998,0.034,-4.083e-7,1.487e-4,-5.884e-5,612.886,130,2.105,0.021,33.404,28.454,1.65,0.234,5.875e6,0,11.8,0.707,0.707,0.3,0.28,0.127,0.005,0.009,2.026e-4,0,0,0,0,6.013e-8,0.001,3,7.069,87.55,0.045,6.366,54.413,957.78,1111.695,0.05,0.026
3.6,1567.418,254.811,-2.887,254.849,2.889,36.183,0.017,36.183,0.027,4.429,0.108,28.61,-80.6,0.998,0.062,-4.01e-7,4.888e-4,8.141e-5,612.886,130,2.105,0.021,33.393,28.454,1.646,0.229,5.768e6,0,11.367,0.706,0.706,0.3,0.279,0.127,0.01,0.017,-1.882e-4,0,0,0,0,6.741e-7,0.001,3,7.069,87.552,0.026,6.763,54.367,957.321,1111.644,0.05,0.026
3.65,1580.043,250.222,-2.819,250.258,2.82,36.401,0.017,36.401,0.027,4.296,0.059,28.61,-80.6,0.998,0.05,-4.02e-7,-3.776e-4,1.301e-5,612.886,130,2.105,0.021,33.396,28.454,1.647,0.225,5.661e6,0,10.949,0.706,0.706,0.3,0.279,0.127,0.008,0.013,-4.706e-4,0,0,0,0,-4.172e-7,9.959e-4,3,7.069,87.538,0.012,6.218,54.322,956.87,1111.594,0.05,0.026
3.7,1592.442,245.739,-2.753,245.776,2.754,36.614,0.018,36.614,0.028,4.211,0.051,28.61,-80.6,0.998,0.062,-3.975e-7,0.001,2.937e-5,612.886,130,2.105,0.021,33.391,28.454,1.646,0.221,5.558e6,0,10.551,0.706,0.706,0.3,0.279,0.126,0.01,0.016,2.662e-4,0,0,0,0,3.406e-6,9.781e-4,3,7.069,87.544,0.011,6.055,54.277,956.428,1111.545,0.05,0.027
3.75,1604.619,241.362,-2.689,241.397,2.69,36.822,0.018,36.822,0.028,4.125,0.057,28.61,-80.6,0.998,0.041,-4.367e-7,0.003,-3.088e-5,612.886,130,2.105,0.021,33.397,28.454,1.648,0.217,5.458e6,0,10.169,0.705,0.705,0.3,0.279,0.126,0.007,0.01,-1.293e-4,0,0,0,0,1.968e-5,9.607e-4,3,7.069,87.579,0.016,5.91,54.233,955.993,1111.496,0.05,0.027
3.8,1616.58,237.086,-2.628,237.119,2.629,37.026,0.018,37.026,0.028,4.012,0.082,28.61,-80.6,0.998,0.035,-4.223e-7,-0.003,-1.058e-5,612.886,130,2.105,0.021,33.398,28.454,1.648,0.214,5.359e6,0,9.804,0.705,0.705,0.3,0.279,0.126,0.006,0.009,4.842e-4,0,0,0,0,-2.14e-5,9.436e-4,3,7.069,87.628,0.027,5.967,54.19,955.567,1111.449,0.05,0.028
3.85,1628.329,232.907,-2.568,232.938,2.571,37.223,0.019,37.223,0.029,3.857,0.107,28.61,-80.6,0.998,0.116,-4.031e-7,-5.344e-4,-2.199e-5,612.886,130,2.105,0.021,33.37,28.454,1.639,0.21,5.264e6,0,9.455,0.705,0.705,0.3,0.279,0.126,0.019,0.03,1.212e-4,0,0,0,0,-9.642e-7,9.27e-4,3,7.069,87.659,0.038,6.152,54.148,955.147,1111.402,0.05,0.029
3.9,1639.872,228.82,-2.512,228.85,2.515,37.411,0.019,37.411,0.029,3.676,0.113,28.61,-80.6,0.998,0.142,-4.172e-7,0.003,2.035e-7,612.886,130,2.105,0.021,33.36,28.454,1.635,0.206,5.17e6,0,9.12,0.704,0.704,0.3,0.278,0.126,0.023,0.037,2.947e-4,0,0,0,0,2.433e-5,9.107e-4,3,7.069,87.64,0.046,6.332,54.107,954.736,1111.356,0.05,0.029
3.95,1651.213,224.821,-2.46,224.849,2.461,37.591,0.019,37.591,0.029,3.525,0.074,28.61,-80.6,0.998,0.035,-4.082e-7,0.005,-6.338e-5,612.886,130,2.105,0.021,33.395,28.454,1.647,0.202,5.078e6,0,8.796,0.704,0.704,0.3,0.278,0.125,0.006,0.009,-2.493e-4,0,0,0,0,7.873e-5,8.948e-4,3,7.069,87.569,0.046,6.141,54.066,954.349,1111.311,0.05,0.029
4,1662.355,220.904,-2.41,220.931,2.41,37.765,0.019,37.765,0.029,3.432,0.045,28.61,-80.6,0.998,0.057,-4.11e-7,-0.004,-4.364e-5,612.886,130,2.105,0.021,33.387,28.454,1.644,0.199,4.988e6,0,8.486,0.704,0.704,0.3,0.278,0.125,0.009,0.015,-3.71e-4,0,0,0,0,-7.154e-5,8.792e-4,3,7.069,87.484,0.035,6.045,54.026,953.97,1111.267,0.05,0.03
4.05,1673.304,217.068,-2.36,217.094,2.361,37.934,0.02,37.934,0.03,3.36,0.047,28.61,-80.6,0.998,0.05,-4.4e-7,-0.003,5.709e-5,612.886,130,2.105,0.021,33.388,28.454,1.645,0.196,4.901e6,0,8.189,0.703,0.703,0.3,0.278,0.125,0.008,0.014,-3.826e-4,0,0,0,0,-4.007e-5,8.639e-4,3,7.069,87.416,0.024,6.246,53.986,953.598,1111.224,0.05,0.03
4.1,1684.063,213.308,-2.315,213.334,2.315,38.101,0.02,38.101,0.03,3.329,0.003,28.61,-80.6,0.998,0.211,-4.055e-7,-3.663e-4,7.001e-7,612.886,130,2.105,0.021,33.334,28.454,1.627,0.192,4.814e6,0,7.902,0.703,0.703,0.3,0.278,0.125,0.034,0.055,-8.569e-5,0,0,0,0,-5.401e-7,8.49e-4,3,7.069,87.379,0.021,5.623,53.948,953.232,1111.181,0.05,0.03
4.15,1694.636,209.623,-2.267,209.649,2.267,38.267,0.02,38.267,0.03,3.309,0.03,28.61,-80.6,0.998,0.096,-4.222e-7,0.003,-7.052e-6,612.886,130,2.105,0.021,33.371,28.454,1.639,0.189,4.73e6,0,7.626,0.703,0.703,0.3,0.278,0.125,0.015,0.025,6.703e-5,0,0,0,0,2.878e-5,8.343e-4,3,7.069,87.405,0.024,5.85,53.91,952.873,1111.139,0.05,0.031
4.2,1705.027,206.012,-2.222,206.037,2.223,38.431,0.021,38.431,0.031,3.251,0.04,28.61,-80.6,0.998,0.052,-4.208e-7,0.004,-1.769e-5,612.886,130,2.105,0.021,33.385,28.454,1.644,0.186,4.648e6,0,7.36,0.703,0.703,0.301,0.278,0.124,0.008,0.014,2.535e-6,0,0,0,0,7.335e-5,8.199e-4,3,7.069,87.469,0.029,5.669,53.872,952.52,1111.098,0.05,0.031
4.25,1715.239,202.471,-2.18,202.496,2.18,38.592,0.021,38.592,0.031,3.181,0.047,28.61,-80.6,0.998,0.017,-4.04e-7,0.005,4.775e-5,612.886,130,2.105,0.021,33.397,28.454,1.648,0.182,4.566e6,0,7.105,0.702,0.702,0.301,0.277,0.124,0.003,0.004,-1.84e-4,0,0,0,0,1.019e-4,8.058e-4,3,7.069,87.551,0.033,5.423,53.836,952.172,1111.057,0.05,0.031
4.3,1725.275,198.999,-2.138,199.023,2.139,38.749,0.021,38.749,0.031,3.096,0.057,28.61,-80.6,0.998,0.037,-4.206e-7,-0.005,3.413e-5,612.886,130,2.105,0.021,33.389,28.454,1.645,0.179,4.487e6,0,6.858,0.702,0.702,0.301,0.277,0.124,0.006,0.01,1.342e-4,0,0,0,0,-9.694e-5,7.92e-4,3,7.069,87.637,0.043,5.25,53.8,951.831,1111.017,0.05,0.031
4.35,1735.14,195.592,-2.098,195.614,2.099,38.901,0.021,38.901,0.031,2.978,0.086,28.61,-80.6,0.998,0.163,-3.957e-7,-0.003,-1.907e-5,612.886,130,2.105,0.021,33.346,28.454,1.631,0.176,4.409e6,0,6.623,0.702,0.702,0.301,0.277,0.124,0.026,0.043,1.208e-4,0,0,0,0,-3.548e-5,7.785e-4,3,7.069,87.706,0.051,5.43,53.764,951.496,1110.978,0.05,0.032
4.4,1744.835,192.248,-2.06,192.269,2.061,39.047,0.022,39.047,0.032,2.846,0.076,28.61,-80.6,0.998,0.135,-4.074e-7,-2.542e-4,1.347e-5,612.886,130,2.105,0.021,33.355,28.454,1.634,0.173,4.333e6,0,6.394,0.702,0.702,0.301,0.277,0.124,0.022,0.036,4.377e-4,0,0,0,0,-3.202e-7,7.651e-4,3,7.069,87.731,0.052,5.226,53.729,951.166,1110.94,0.05,0.032
4.45,1754.365,188.964,-2.023,188.983,2.025,39.186,0.022,39.186,0.032,2.71,0.09,28.61,-80.6,0.998,0.205,-4.036e-7,0.003,9.642e-6,612.886,130,2.105,0.021,33.331,28.454,1.626,0.17,4.258e6,0,6.175,0.701,0.702,0.301,0.277,0.124,0.033,0.054,-2.679e-4,0,0,0,0,3.539e-5,7.521e-4,3,7.069,87.71,0.049,5.532,53.695,950.842,1110.902,0.05,0.033
4.5,1763.733,185.738,-1.987,185.756,1.99,39.317,0.022,39.317,0.032,2.552,0.103,28.61,-80.6,0.998,0.268,-4.043e-7,0.006,-2.36e-5,612.886,130,2.105,0.021,33.309,28.454,1.619,0.167,4.185e6,0,5.965,0.701,0.701,0.301,0.277,0.124,0.043,0.07,4.628e-4,0,0,0,0,2.152e-4,7.392e-4,3,7.069,87.629,0.045,6.02,53.661,950.524,1110.865,0.05,0.036
4.55,1772.94,182.567,-1.955,182.584,1.956,39.442,0.022,39.442,0.032,2.434,0.045,28.61,-80.6,0.998,0.009,-3.927e-7,0.008,-2.361e-4,612.886,130,2.105,0.021,33.395,28.454,1.647,0.165,4.112e6,0,5.757,0.701,0.701,0.301,0.277,0.124,0.001,0.002,1.339e-4,0,0,0,0,3.872e-4,7.266e-4,3,7.069,87.488,0.045,5.586,53.628,950.211,1110.828,0.05,0.036
4.6,1781.99,179.448,-1.923,179.464,1.923,39.562,0.023,39.562,0.033,2.37,0.037,28.61,-80.6,0.998,0.031,-4.004e-7,-0.008,-8.208e-5,612.886,130,2.105,0.021,33.388,28.454,1.645,0.162,4.042e6,0,5.56,0.701,0.701,0.301,0.277,0.123,0.005,0.009,2.511e-4,0,0,0,0,-3.879e-4,7.142e-4,3,7.069,87.336,0.044,5.88,53.596,949.903,1110.792,0.05,0.037
4.65,1790.886,176.38,-1.891,176.396,1.892,39.679,0.023,39.679,0.033,2.317,0.029,28.61,-80.6,0.998,0.073,-4.374e-7,-0.008,-4.116e-6,612.886,130,2.105,0.021,33.373,28.454,1.64,0.159,3.972e6,0,5.37,0.701,0.701,0.301,0.277,0.123,0.012,0.019,-4.317e-4,0,0,0,0,-3.323e-4,7.02e-4,3,7.069,87.193,0.039,6.101,53.564,949.601,1110.757,0.05,0.037
4.7,1799.629,173.364,-1.859,173.378,1.861,39.793,0.023,39.793,0.033,2.24,0.065,28.61,-80.6,0.998,0.101,-4.21e-7,0.008,4.199e-6,612.886,130,2.105,0.021,33.363,28.454,1.636,0.156,3.904e6,0,5.188,0.701,0.701,0.301,0.277,0.123,0.016,0.026,4.396e-4,0,0,0,0,3.626e-4,6.9e-4,3,7.069,87.06,0.035,6.981,53.532,949.303,1110.722,0.05,0.038
4.75,1808.223,170.394,-1.832,170.408,1.832,39.903,0.023,39.903,0.034,2.177,0.016,28.61,-80.6,0.998,0.154,-3.715e-7,-0.007,-2.735e-5,612.886,130,2.105,0.021,33.345,28.454,1.63,0.154,3.836e6,0,5.009,0.7,0.7,0.301,0.276,0.123,0.025,0.041,3.445e-4,0,0,0,0,-3.316e-4,6.781e-4,3,7.069,86.92,0.036,6.514,53.501,949.011,1110.688,0.05,0.038
4.8,1816.669,167.47,-1.803,167.484,1.803,40.011,0.024,40.011,0.034,2.149,0.021,28.61,-80.6,0.998,0.135,-4.048e-7,-0.005,-1.404e-5,612.886,130,2.105,0.021,33.351,28.454,1.632,0.151,3.77e6,0,4.837,0.7,0.7,0.301,0.276,0.123,0.022,0.035,-9.913e-5,0,0,0,0,-1.926e-4,6.665e-4,3,7.069,86.806,0.033,6.8,53.471,948.724,1110.655,0.05,0.038
4.85,1824.971,164.591,-1.776,164.605,1.776,40.118,0.024,40.118,0.034,2.128,0.007,28.61,-80.6,0.998,0.211,-4.297e-7,-0.003,1.705e-5,612.886,130,2.105,0.021,33.325,28.454,1.624,0.148,3.705e6,0,4.67,0.7,0.7,0.301,0.276,0.123,0.034,0.055,-6.585e-5,0,0,0,0,-7.266e-5,6.55e-4,3,7.069,86.727,0.031,6.672,53.441,948.442,1110.622,0.05,0.039
